Channel Id,Channel Url,Channel Title
UCiRiQGCHGjDLT9FQXFW0I3A,http://www.youtube.com/channel/UCiRiQGCHGjDLT9FQXFW0I3A,Academy of Ideas
UCiTO14mD9YjIhSBAib_M0yQ,http://www.youtube.com/channel/UCiTO14mD9YjIhSBAib_M0yQ,Altsito
UCib8MAX3TwtAPw007zcraRg,http://www.youtube.com/channel/UCib8MAX3TwtAPw007zcraRg,shar
UCid9DssdW6-yxUNl3_aba6A,http://www.youtube.com/channel/UCid9DssdW6-yxUNl3_aba6A,Tama Hero
UCij1VEjDb88RCbqsvZ1gqaw,http://www.youtube.com/channel/UCij1VEjDb88RCbqsvZ1gqaw,Side Of Burritos
UCimiUgDLbi6P17BdaCZpVbg,http://www.youtube.com/channel/UCimiUgDLbi6P17BdaCZpVbg,exurb1a
UCiqRtEzrr9cQ-kHM1-iNQBA,http://www.youtube.com/channel/UCiqRtEzrr9cQ-kHM1-iNQBA,asukka
UCj8orMezFWVcoN-4S545Wtw,http://www.youtube.com/channel/UCj8orMezFWVcoN-4S545Wtw,Max Derrat
UCjNErCQgCndSOl6t33m1-nQ,http://www.youtube.com/channel/UCjNErCQgCndSOl6t33m1-nQ,hazel
UCjr2bPAyPV7t35MvcgT3W8Q,http://www.youtube.com/channel/UCjr2bPAyPV7t35MvcgT3W8Q,The Hated One
UCkHN7h7CFeYL6Y1N5JcEZug,http://www.youtube.com/channel/UCkHN7h7CFeYL6Y1N5JcEZug,Sun Knudsen
UCkS_HP3m9NXOgswVAKbMeJQ,http://www.youtube.com/channel/UCkS_HP3m9NXOgswVAKbMeJQ,Then & Now
UCkVfrGwV-iG9bSsgCbrNPxQ,http://www.youtube.com/channel/UCkVfrGwV-iG9bSsgCbrNPxQ,Better Stack
UCkdgAA0rfK7lG5dv4o__Paw,http://www.youtube.com/channel/UCkdgAA0rfK7lG5dv4o__Paw,Alberta Tech
UCksIuzzpbMTt6Rz0DTtMI1w,http://www.youtube.com/channel/UCksIuzzpbMTt6Rz0DTtMI1w,Sagan Hawkes
UCl-esLM6xX7_51OeSGZXTmw,http://www.youtube.com/channel/UCl-esLM6xX7_51OeSGZXTmw,mimi-mimo
UCl2mFZoRqjw_ELax4Yisf6w,http://www.youtube.com/channel/UCl2mFZoRqjw_ELax4Yisf6w,Louis Rossmann
UClOZrlu8d0dOocblzEBHoYA,http://www.youtube.com/channel/UClOZrlu8d0dOocblzEBHoYA,Debunk File
UClcE-kVhqyiHCcjYwcpfj9w,http://www.youtube.com/channel/UClcE-kVhqyiHCcjYwcpfj9w,LiveOverflow
UClzpIN3KVkoKI-mGloXlT7g,http://www.youtube.com/channel/UClzpIN3KVkoKI-mGloXlT7g,Ro Mitchell
UCm6yYwhAaKF-S1X1yS2KzSw,http://www.youtube.com/channel/UCm6yYwhAaKF-S1X1yS2KzSw,Misty Chronexia
UCmGhyaUCoBJU95VkrxVx0Rw,http://www.youtube.com/channel/UCmGhyaUCoBJU95VkrxVx0Rw,Final Girl Digital
UCmVv4LPZci428X_qrXspUtA,http://www.youtube.com/channel/UCmVv4LPZci428X_qrXspUtA,Pianza
UCn8OYopT9e8tng-CGEWzfmw,http://www.youtube.com/channel/UCn8OYopT9e8tng-CGEWzfmw,Atrocity Guide
UCn_19WPd9vH9SMzl2AqKI1w,http://www.youtube.com/channel/UCn_19WPd9vH9SMzl2AqKI1w,Skyehoppers
UCo8bcnLyZH8tBIH9V1mLgqQ,http://www.youtube.com/channel/UCo8bcnLyZH8tBIH9V1mLgqQ,TheOdd1sOut
UCoGjAP294Mr0bh1QGPT-nGQ,http://www.youtube.com/channel/UCoGjAP294Mr0bh1QGPT-nGQ,LaserHelix
UCoL8olX-259lS1N6QPyP4IQ,http://www.youtube.com/channel/UCoL8olX-259lS1N6QPyP4IQ,Action Retro
UCoOPa6G3UrhNPdms3aUqsTA,http://www.youtube.com/channel/UCoOPa6G3UrhNPdms3aUqsTA,graymads
UCoOuuaQZfcmfjWNAGy4w9Jg,http://www.youtube.com/channel/UCoOuuaQZfcmfjWNAGy4w9Jg,i am a dot.
UCozNDfK87QDUv2ndgczL6Tw,http://www.youtube.com/channel/UCozNDfK87QDUv2ndgczL6Tw,Twintails 77
UCp3yVOm6A55nx65STpm3tXQ,http://www.youtube.com/channel/UCp3yVOm6A55nx65STpm3tXQ,Craft Computing
UCpFFItkfZz1qz5PpHpqzYBw,http://www.youtube.com/channel/UCpFFItkfZz1qz5PpHpqzYBw,Nexpo
UCpMnYjOekpzzZqNIe7i8D_w,http://www.youtube.com/channel/UCpMnYjOekpzzZqNIe7i8D_w,UnordinaryMind
UCpyTOULpHJbkfrGU4rD-MNw,http://www.youtube.com/channel/UCpyTOULpHJbkfrGU4rD-MNw,Movieunleashers
UCqJ-Xo29CKyLTjn6z2XwYAw,http://www.youtube.com/channel/UCqJ-Xo29CKyLTjn6z2XwYAw,Game Maker's Toolkit
UCqJ5EkPzmVHTTrrHtmgWeeg,http://www.youtube.com/channel/UCqJ5EkPzmVHTTrrHtmgWeeg,ProfessorViral
UCqP87_tOqZczGdExeEz0prg,http://www.youtube.com/channel/UCqP87_tOqZczGdExeEz0prg,Eric Parker
UCqRMrCPDRlfvG4P7E6ibS8A,http://www.youtube.com/channel/UCqRMrCPDRlfvG4P7E6ibS8A,Mia's Digital Diary
UCqTVfT9JQqhA6_Hi_h_h97Q,http://www.youtube.com/channel/UCqTVfT9JQqhA6_Hi_h_h97Q,J Perm
UCqWMxmDwlbPhg_45DhMCwRw,http://www.youtube.com/channel/UCqWMxmDwlbPhg_45DhMCwRw,The Only Objects
UCqbkm47qBxDj-P3lI9voIAw,http://www.youtube.com/channel/UCqbkm47qBxDj-P3lI9voIAw,danooct1
UCqnKDzxO2M_-B-MJYx5qz1Q,http://www.youtube.com/channel/UCqnKDzxO2M_-B-MJYx5qz1Q,Ionic1k
UCqos1tl0RntucGGtPXNxkkA,http://www.youtube.com/channel/UCqos1tl0RntucGGtPXNxkkA,Eternalised
UCqxM9T6ksiOVKIkb88S2r7Q,http://www.youtube.com/channel/UCqxM9T6ksiOVKIkb88S2r7Q,Zac Builds
UCr5CVn3Z6Zzy1bU5WP14LAQ,http://www.youtube.com/channel/UCr5CVn3Z6Zzy1bU5WP14LAQ,NixasHearts
UCriil4aussYUAGVwpm_zI9w,http://www.youtube.com/channel/UCriil4aussYUAGVwpm_zI9w,Sarah Davis Baker
UCrk2bNxxxLP-Qd77KxBJ3Xg,http://www.youtube.com/channel/UCrk2bNxxxLP-Qd77KxBJ3Xg,diinki
UCrkGn5IhQH_AXkxiTQzYQgw,http://www.youtube.com/channel/UCrkGn5IhQH_AXkxiTQzYQgw,CandyEvie
UCrtyNMe3xtv3CLg5QR78HzQ,http://www.youtube.com/channel/UCrtyNMe3xtv3CLg5QR78HzQ,Trainer Tips
UCrwRhXZXP1TRZQaEm9ED7nw,http://www.youtube.com/channel/UCrwRhXZXP1TRZQaEm9ED7nw,GramKraken
UCrx2zrPjhGRi9TwszZiLwEg,http://www.youtube.com/channel/UCrx2zrPjhGRi9TwszZiLwEg,Horses 
UCs6KfncB4OV6Vug4o_bzijg,http://www.youtube.com/channel/UCs6KfncB4OV6Vug4o_bzijg,Techlore
UCs6dtu4e0JL-N4hVszsFpBw,http://www.youtube.com/channel/UCs6dtu4e0JL-N4hVszsFpBw,Tib3rius
UCsBjURrPoezykLs9EqgamOA,http://www.youtube.com/channel/UCsBjURrPoezykLs9EqgamOA,Fireship
UCsJmbrlVyvMuh9B1CdwjGYw,http://www.youtube.com/channel/UCsJmbrlVyvMuh9B1CdwjGYw,Aieurn
UCsUalyRg43M8D60mtHe6YcA,http://www.youtube.com/channel/UCsUalyRg43M8D60mtHe6YcA,CultRepo 
UCsnGwSIHyoYN0kiINAGUKxg,http://www.youtube.com/channel/UCsnGwSIHyoYN0kiINAGUKxg,Wolfgang's Channel
UCsuKgiVb2KJ2sZdrrwoAqsA,http://www.youtube.com/channel/UCsuKgiVb2KJ2sZdrrwoAqsA,wattles
UCtCSrYbGbzmeLPNJYFuD50A,http://www.youtube.com/channel/UCtCSrYbGbzmeLPNJYFuD50A,Claire Michelle
UCtUbO6rBht0daVIOGML3c8w,http://www.youtube.com/channel/UCtUbO6rBht0daVIOGML3c8w,Summoning Salt
UCtZO3K2p8mqFwiKWb9k7fXA,http://www.youtube.com/channel/UCtZO3K2p8mqFwiKWb9k7fXA,TechAltar
UCt_0qjzmxopG3leL3OuvlFQ,http://www.youtube.com/channel/UCt_0qjzmxopG3leL3OuvlFQ,NationSquid
UCtb6a_CnmGbSns9G8W2Ny0w,http://www.youtube.com/channel/UCtb6a_CnmGbSns9G8W2Ny0w,Dave's Attic
UCteGx4Lp2L1HcsSajfJwOJQ,http://www.youtube.com/channel/UCteGx4Lp2L1HcsSajfJwOJQ,Team Kill Cure
UCtxyZW2xgmj_W5uSV-TzIRQ,http://www.youtube.com/channel/UCtxyZW2xgmj_W5uSV-TzIRQ,angieblah
UCu1RMi4S3rG1YkYJK6atN2A,http://www.youtube.com/channel/UCu1RMi4S3rG1YkYJK6atN2A,mirrormage
UCuCkxoKLYO_EQ2GeFtbM_bw,http://www.youtube.com/channel/UCuCkxoKLYO_EQ2GeFtbM_bw,Half as Interesting
UCusb0SpT8elBJdbcEJS_l2A,http://www.youtube.com/channel/UCusb0SpT8elBJdbcEJS_l2A,Tale Foundry
UCv04Gr1uU8chPaB-E_fuNwA,http://www.youtube.com/channel/UCv04Gr1uU8chPaB-E_fuNwA,barely enough studios
UCv3Kk__aFcKKx_o2686uQcw,http://www.youtube.com/channel/UCv3Kk__aFcKKx_o2686uQcw,SAD-ist
UCv6J_jJa8GJqFwQNgNrMuww,http://www.youtube.com/channel/UCv6J_jJa8GJqFwQNgNrMuww,ServeTheHome
UCvUnvQCY25x29eJdDbr126w,http://www.youtube.com/channel/UCvUnvQCY25x29eJdDbr126w,inakyu
UCvrpgaxU_PWxRq4OTaEgRuw,http://www.youtube.com/channel/UCvrpgaxU_PWxRq4OTaEgRuw,Dr Medic's Game Surgery
UCwHwDuNd9lCdA7chyyquDXw,http://www.youtube.com/channel/UCwHwDuNd9lCdA7chyyquDXw,Bread on Penguins
UCwRqWnW5ZkVaP_lZF7caZ-g,http://www.youtube.com/channel/UCwRqWnW5ZkVaP_lZF7caZ-g,Retro Game Mechanics Explained
UCwbRile4jo-LcW_PQwmMdBw,http://www.youtube.com/channel/UCwbRile4jo-LcW_PQwmMdBw,Captain KRB
UCweDKPSF65wRw5VHFUJYiow,http://www.youtube.com/channel/UCweDKPSF65wRw5VHFUJYiow,Curious Archive
UCwfWhtX78u56jlBgEuojY0A,http://www.youtube.com/channel/UCwfWhtX78u56jlBgEuojY0A,partyarlie
UCx-PpwbajI5ToAY0WwJO2Kg,http://www.youtube.com/channel/UCx-PpwbajI5ToAY0WwJO2Kg,PortalRunner
UCx0C4GH1N7Z_JV-s8fMPG9g,http://www.youtube.com/channel/UCx0C4GH1N7Z_JV-s8fMPG9g,Woop
UCx0ObGO7YJZpPPf6tbHpqPQ,http://www.youtube.com/channel/UCx0ObGO7YJZpPPf6tbHpqPQ,ServersatHome
UCx2nfAJDz16mGJ8ZXduU-fg,http://www.youtube.com/channel/UCx2nfAJDz16mGJ8ZXduU-fg,Psycho at Midnight
UCxWbsUWLsZkohh2GVVOT8kg,http://www.youtube.com/channel/UCxWbsUWLsZkohh2GVVOT8kg,maebunnie
UCxk25bne74FaS7LRCzXOJLw,http://www.youtube.com/channel/UCxk25bne74FaS7LRCzXOJLw,mentaldisorders
UCylGUf9BvQooEFjgdNudoQg,http://www.youtube.com/channel/UCylGUf9BvQooEFjgdNudoQg,The Linux Cast
UCzSgKn6BC9uYD89Hfut3sBg,http://www.youtube.com/channel/UCzSgKn6BC9uYD89Hfut3sBg,SmithPlays Pokémon
UCz_tqIfHrj3Un1D-C9i39xA,http://www.youtube.com/channel/UCz_tqIfHrj3Un1D-C9i39xA,MoFace





